log_text,label
- 1118772150 2005.06.14 R26-M0-N1-C:J11-U01 2005-06-14-11.02.30.944730 R26-M0-N1-C:J11-U01 RAS KERNEL FATAL general purpose registers:,normal
"APPSEV 1134630967 2005.12.14 R56-M0-N8-I:J18-U11 2005-12-14-23.16.07.587880 R56-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:50583, Link has been severed",anomaly
KERNTERM 1124860925 2005.08.23 R25-M0-NC-C:J16-U01 2005-08-23-22.22.05.889330 R25-M0-NC-C:J16-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1001,anomaly
- 1118769672 2005.06.14 R26-M1-N9-C:J14-U11 2005-06-14-10.21.12.062481 R26-M1-N9-C:J14-U11 RAS KERNEL FATAL program interrupt: illegal instruction......0,normal
KERNMICRO 1125326850 2005.08.29 R51-M1-NA-C:J13-U01 2005-08-29-07.47.30.043111 R51-M1-NA-C:J13-U01 RAS KERNEL FATAL Microloader Assertion,anomaly
- 1135673797 2005.12.27 R37-M1-NC-C:J02-U11 2005-12-27-00.56.37.830803 R37-M1-NC-C:J02-U11 RAS KERNEL INFO instruction cache parity error corrected,normal
KERNTERM 1126219420 2005.09.08 R63-M0-N9-C:J13-U11 2005-09-08-15.43.40.049309 R63-M0-N9-C:J13-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004,anomaly
- 1131409089 2005.11.07 R62-M0-NF-C:J17-U01 2005-11-07-16.18.09.247719 R62-M0-NF-C:J17-U01 RAS KERNEL INFO iar 00105e84 dear 0244cbdc,normal
- 1118770759 2005.06.14 R20-M0-N7-C:J04-U11 2005-06-14-10.39.19.649474 R20-M0-N7-C:J04-U11 RAS KERNEL FATAL data store interrupt caused by dcbf.........0,normal
KERNSTOR 1118709863 2005.06.13 R05-M0-N8-C:J06-U01 2005-06-13-17.44.23.122706 R05-M0-N8-C:J06-U01 RAS KERNEL FATAL data storage interrupt,anomaly
- 1121903690 2005.07.20 R10-M1-NA-C:J16-U11 2005-07-20-16.54.50.608101 R10-M1-NA-C:J16-U11 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1120487399 2005.07.04 R21-M1-ND-C:J10-U01 2005-07-04-07.29.59.325597 R21-M1-ND-C:J10-U01 RAS KERNEL INFO generating core.5641,normal
- 1121599385 2005.07.17 R27-M0-N0-C:J13-U01 2005-07-17-04.23.05.074954 R27-M0-N0-C:J13-U01 RAS KERNEL INFO generating core.56029,normal
KERNDTLB 1118542208 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.10.08.522415 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1119803027 2005.06.26 R32-M1-N2-C:J17-U01 2005-06-26-09.23.47.236378 R32-M1-N2-C:J17-U01 RAS KERNEL INFO machine check: i-fetch......................0,normal
- 1131489304 2005.11.08 R62-M0-NA-C:J15-U01 2005-11-08-14.35.04.648496 R62-M0-NA-C:J15-U01 RAS KERNEL INFO iar 001061b4 dear 024701dc,normal
KERNDTLB 1118551774 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.49.34.202218 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1120091849 2005.06.29 R17-M1-NF-C:J07-U01 2005-06-29-17.37.29.426975 R17-M1-NF-C:J07-U01 RAS KERNEL INFO generating core.21796,normal
- 1121256622 2005.07.13 R35-M0-NE-C:J06-U01 2005-07-13-05.10.22.932391 R35-M0-NE-C:J06-U01 RAS KERNEL INFO generating core.9494,normal
- 1119479358 2005.06.22 R21-M0-NB-C:J14-U01 2005-06-22-15.29.18.280850 R21-M0-NB-C:J14-U01 RAS KERNEL INFO 2576000 double-hummer alignment exceptions,normal
- 1120091658 2005.06.29 R36-M0-NB-C:J15-U11 2005-06-29-17.34.18.167672 R36-M0-NB-C:J15-U11 RAS KERNEL INFO generating core.8498,normal
KERNDTLB 1118543475 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.31.15.924991 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1118772818 2005.06.14 R26-M0-N7-C:J08-U11 2005-06-14-11.13.38.865797 R26-M0-N7-C:J08-U11 RAS KERNEL FATAL special purpose registers:,normal
- 1122579163 2005.07.28 R34-M0-ND-C:J07-U11 2005-07-28-12.32.43.565082 R34-M0-ND-C:J07-U11 RAS KERNEL INFO generating core.1714,normal
- 1119725205 2005.06.25 R20-M0-N9-C:J05-U01 2005-06-25-11.46.45.320706 R20-M0-N9-C:J05-U01 RAS KERNEL INFO generating core.30811,normal
KERNDTLB 1118552243 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.57.23.394878 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNDTLB 1118557501 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-23.25.01.909161 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1118772871 2005.06.14 R20-M0-ND-C:J12-U01 2005-06-14-11.14.31.192275 R20-M0-ND-C:J12-U01 RAS KERNEL FATAL machine check enable..............0,normal
- 1120923659 2005.07.09 R27-M0-N8-C:J07-U01 2005-07-09-08.40.59.743601 R27-M0-N8-C:J07-U01 RAS KERNEL INFO generating core.12078,normal
- 1118843839 2005.06.15 R21-M0-N3-C:J17-U01 2005-06-15-06.57.19.929155 R21-M0-N3-C:J17-U01 RAS KERNEL INFO generating core.2608,normal
- 1122166010 2005.07.23 R15-M0-N5-C:J04-U01 2005-07-23-17.46.50.749965 R15-M0-N5-C:J04-U01 RAS KERNEL INFO generating core.4707,normal
- 1120490371 2005.07.04 R30-M0-N4-C:J15-U11 2005-07-04-08.19.31.024642 R30-M0-N4-C:J15-U11 RAS KERNEL INFO generating core.3316,normal
- 1118710041 2005.06.13 R14-M1-NF-C:J05-U11 2005-06-13-17.47.21.344268 R14-M1-NF-C:J05-U11 RAS KERNEL FATAL instruction address: 0x00004ed8,normal
- 1128947338 2005.10.10 R44-M1-NB 2005-10-10-05.28.58.421749 R44-M1-NB NULL DISCOVERY SEVERE Can not get assembly information for node card,normal
- 1120934732 2005.07.09 R00-M1-NB-C:J15-U11 2005-07-09-11.45.32.649621 R00-M1-NB-C:J15-U11 RAS KERNEL INFO generating core.29792,normal
- 1121901540 2005.07.20 R11-M1-N0-C:J17-U01 2005-07-20-16.19.00.937570 R11-M1-N0-C:J17-U01 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1118773666 2005.06.14 R20-M1-NB-C:J12-U11 2005-06-14-11.27.46.986638 R20-M1-NB-C:J12-U11 RAS KERNEL FATAL data address space................0,normal
- 1121901220 2005.07.20 R01-M1-N7-C:J11-U11 2005-07-20-16.13.40.656398 R01-M1-N7-C:J11-U11 RAS KERNEL INFO 8 floating point alignment exceptions,normal
"APPSEV 1134451230 2005.12.12 R57-M1-N4-I:J18-U11 2005-12-12-21.20.30.301949 R57-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:48779, Link has been severed",anomaly
KERNDTLB 1118556719 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-23.11.59.651554 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
"APPSEV 1132841436 2005.11.24 R20-M1-N8-I:J18-U11 2005-11-24-06.10.36.353597 R20-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47024, Link has been severed",anomaly
- 1121006915 2005.07.10 R35-M1-NA-C:J07-U11 2005-07-10-07.48.35.002821 R35-M1-NA-C:J07-U11 RAS KERNEL INFO generating core.27318,normal
- 1119366020 2005.06.21 R02-M1-N0-C:J12-U11 2005-06-21-08.00.20.277952 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,normal
KERNDTLB 1118542935 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.22.15.110548 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1130898531 2005.11.01 R63-M0-N3-C:J02-U11 2005-11-01-18.28.51.380720 R63-M0-N3-C:J02-U11 RAS KERNEL INFO instruction cache parity error corrected,normal
"- 1125357520 2005.08.29 R51-M1-N8-I:J18-U01 2005-08-29-16.18.40.285345 R51-M1-N8-I:J18-U01 RAS KERNEL INFO NFS Mount failed on bglio670, slept 21 seconds, retrying (1)",normal
- 1120446996 2005.07.03 R22-M0-N7-C:J04-U01 2005-07-03-20.16.36.356912 R22-M0-N7-C:J04-U01 RAS KERNEL INFO generating core.12747,normal
KERNDTLB 1118551737 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.48.57.549034 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNDTLB 1118557397 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-23.23.17.657285 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNMNTF 1125781704 2005.09.03 R76-M1-NC-I:J18-U11 2005-09-03-14.08.24.363050 R76-M1-NC-I:J18-U11 RAS KERNEL FATAL Lustre mount FAILED : bglio1007 : point /p/gb1,anomaly
"- 1132546002 2005.11.20 R41-M1-NB-C:J16-U01 2005-11-20-20.06.42.862807 R41-M1-NB-C:J16-U01 RAS KERNEL INFO CE sym 20, at 0x039ad360, mask 0x01",normal
"- 1127078451 2005.09.18 R05-M1-N4-C:J07-U11 2005-09-18-14.20.51.317658 R05-M1-N4-C:J07-U11 RAS KERNEL INFO CE sym 10, at 0x16a36360, mask 0x04",normal
- 1118354010 2005.06.09 R20-M0-N1-C:J17-U01 2005-06-09-14.53.30.358521 R20-M0-N1-C:J17-U01 RAS KERNEL INFO generating core.3888,normal
- 1127265600 2005.09.20 R34-M1-N8-I:J18-U11 2005-09-20-18.20.00.292992 R34-M1-N8-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05) failed: No such file or directory,normal
- 1131141884 2005.11.04 R62-M0-N9-C:J07-U01 2005-11-04-14.04.44.918954 R62-M0-N9-C:J07-U01 RAS KERNEL INFO iar 00100798 dear 0659c5bc,normal
KERNDTLB 1118556453 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-23.07.33.967301 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1118765893 2005.06.14 R02-M0-N7-C:J04-U01 2005-06-14-09.18.13.930362 R02-M0-N7-C:J04-U01 RAS KERNEL FATAL instruction address: 0x00004ed8,normal
- 1120935429 2005.07.09 R32-M1-N0-C:J10-U11 2005-07-09-11.57.09.762744 R32-M1-N0-C:J10-U11 RAS KERNEL INFO generating core.65461,normal
- 1117976596 2005.06.05 R37-M0-N9-C:J02-U11 2005-06-05-06.03.16.403635 R37-M0-N9-C:J02-U11 RAS KERNEL INFO generating core.3979,normal
"- 1121257983 2005.07.13 R03-M0-N3-C:J02-U11 2005-07-13-05.33.03.715433 R03-M0-N3-C:J02-U11 RAS KERNEL INFO CE sym 33, at 0x00dbd200, mask 0x80",normal
- 1131058468 2005.11.03 R66-M0-NB-C:J15-U11 2005-11-03-14.54.28.799408 R66-M0-NB-C:J15-U11 RAS KERNEL INFO iar 00106210 dear 0244c20c,normal
- 1133448585 2005.12.01 R46-M1-N3-C:J10-U11 2005-12-01-06.49.45.178100 R46-M1-N3-C:J10-U11 RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,normal
- 1131060697 2005.11.03 R66-M1-N6-C:J11-U11 2005-11-03-15.31.37.476654 R66-M1-N6-C:J11-U11 RAS KERNEL INFO iar 00106568 dear 02494c1c,normal
"- 1123730867 2005.08.10 R57-M0-N3-C:J03-U11 2005-08-10-20.27.47.179565 R57-M0-N3-C:J03-U11 RAS KERNEL INFO CE sym 9, at 0x0defbf60, mask 0x80",normal
- 1124722051 2005.08.22 R50-M0-N0-I:J18-U11 2005-08-22-07.47.31.538805 R50-M0-N0-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/germann2/SPaSM_static) failed: No such file or directory,normal
- 1122162138 2005.07.23 R20-M0-N2-C:J11-U01 2005-07-23-16.42.18.837260 R20-M0-N2-C:J11-U01 RAS KERNEL INFO 5 floating point alignment exceptions,normal
KERNSTOR 1118709781 2005.06.13 R16-M0-NC-C:J05-U01 2005-06-13-17.43.01.471822 R16-M0-NC-C:J05-U01 RAS KERNEL FATAL data storage interrupt,anomaly
"- 1132700280 2005.11.22 R67-M1-NC-I:J18-U11 2005-11-22-14.58.00.869051 R67-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001f2",normal
- 1121312350 2005.07.13 R37-M1-N8-C:J17-U11 2005-07-13-20.39.10.855168 R37-M1-N8-C:J17-U11 RAS KERNEL INFO generating core.11572,normal
- 1125667926 2005.09.02 R65-M0-N8-I:J18-U11 2005-09-02-06.32.06.815247 R65-M0-N8-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/bglscratch/bwallen/SWL/SYS-CALLS/testcases/kernel/syscalls/setitimer) failed: No such file or directory,normal
- 1121311429 2005.07.13 R20-M0-N4-C:J08-U11 2005-07-13-20.23.49.102988 R20-M0-N4-C:J08-U11 RAS KERNEL INFO generating core.29790,normal
- 1120146170 2005.06.30 R16-M0-N0-C:J02-U11 2005-06-30-08.42.50.964460 R16-M0-N0-C:J02-U11 RAS KERNEL INFO generating core.32431,normal
- 1131127631 2005.11.04 R62-M0-N8-C:J09-U11 2005-11-04-10.07.11.583398 R62-M0-N8-C:J09-U11 RAS KERNEL INFO iar 00106704 dear 0245b74c,normal
KERNDTLB 1118542814 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.20.14.867855 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1120490381 2005.07.04 R14-M1-NC-C:J09-U01 2005-07-04-08.19.41.929997 R14-M1-NC-C:J09-U01 RAS KERNEL INFO generating core.2382,normal
- 1121598061 2005.07.17 R26-M1-NA-C:J08-U01 2005-07-17-04.01.01.515279 R26-M1-NA-C:J08-U01 RAS KERNEL INFO generating core.37406,normal
- 1120786672 2005.07.07 R36-M0-N6-C:J09-U11 2005-07-07-18.37.52.016276 R36-M0-N6-C:J09-U11 RAS KERNEL INFO generating core.758,normal
- 1120953333 2005.07.09 R26-M0-NC-C:J05-U01 2005-07-09-16.55.33.909519 R26-M0-NC-C:J05-U01 RAS KERNEL INFO generating core.13615,normal
- 1118852754 2005.06.15 R02-M1-N0-C:J12-U11 2005-06-15-09.25.54.545370 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,normal
KERNDTLB 1118541624 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.00.24.943494 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1121172274 2005.07.12 R34-M0-N9-C:J07-U01 2005-07-12-05.44.34.134413 R34-M0-N9-C:J07-U01 RAS KERNEL INFO generating core.3746,normal
- 1117839252 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.54.12.579958 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,normal
- 1117985735 2005.06.05 R14-M1-N3-C:J14-U01 2005-06-05-08.35.35.000729 R14-M1-N3-C:J14-U01 RAS KERNEL INFO generating core.1376,normal
- 1122162059 2005.07.23 R36-M0-N2-C:J08-U11 2005-07-23-16.40.59.164793 R36-M0-N2-C:J08-U11 RAS KERNEL INFO 5 floating point alignment exceptions,normal
- 1121308515 2005.07.13 R05-M0-NF-C:J16-U11 2005-07-13-19.35.15.026063 R05-M0-NF-C:J16-U11 RAS KERNEL INFO generating core.1096,normal
- 1120932418 2005.07.09 R04-M0-N9-C:J12-U11 2005-07-09-11.06.58.412365 R04-M0-N9-C:J12-U11 RAS KERNEL INFO generating core.6433,normal
- 1123183105 2005.08.04 R76-M1-NA 2005-08-04-12.18.25.096726 R76-M1-NA NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,normal
- 1120217095 2005.07.01 R14-M1-N5-C:J03-U01 2005-07-01-04.24.55.211194 R14-M1-N5-C:J03-U01 RAS KERNEL INFO generating core.883,normal
KERNSTOR 1118768201 2005.06.14 R04-M1-NC-C:J13-U01 2005-06-14-09.56.41.843665 R04-M1-NC-C:J13-U01 RAS KERNEL FATAL data storage interrupt,anomaly
KERNMNTF 1126198169 2005.09.08 R50-M0-N4-I:J18-U11 2005-09-08-09.49.29.056605 R50-M0-N4-I:J18-U11 RAS KERNEL FATAL Lustre mount FAILED : bglio643 : point /p/gb1,anomaly
- 1119726342 2005.06.25 R15-M1-N3-C:J17-U11 2005-06-25-12.05.42.840630 R15-M1-N3-C:J17-U11 RAS KERNEL INFO generating core.6392,normal
- 1118769607 2005.06.14 R27-M0-NE-C:J06-U11 2005-06-14-10.20.07.832234 R27-M0-NE-C:J06-U11 RAS KERNEL FATAL machine check: i-fetch......................0,normal
- 1122163126 2005.07.23 R30-M0-N7-C:J13-U01 2005-07-23-16.58.46.545731 R30-M0-N7-C:J13-U01 RAS KERNEL INFO generating core.209,normal
- 1131129676 2005.11.04 R62-M0-NC-C:J04-U01 2005-11-04-10.41.16.661593 R62-M0-NC-C:J04-U01 RAS KERNEL INFO iar 00106370 dear 0246a96c,normal
APPSEV 1132583932 2005.11.21 R51-M1-NC-I:J18-U01 2005-11-21-06.38.52.699507 R51-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:43935: Link has been severed,anomaly
KERNTERM 1131486126 2005.11.08 R63-M0-N2-C:J06-U11 2005-11-08-13.42.06.967521 R63-M0-N2-C:J06-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004,anomaly
- 1125083030 2005.08.26 R62-M1-NC-C:J11-U11 2005-08-26-12.03.50.964007 R62-M1-NC-C:J11-U11 RAS KERNEL INFO iar 003a92a0 dear 00b35f58,normal
- 1131125493 2005.11.04 R62-M0-N9-C:J09-U11 2005-11-04-09.31.33.283085 R62-M0-N9-C:J09-U11 RAS KERNEL INFO iar 0010681c dear 02f692dc,normal
APPREAD 1118698326 2005.06.13 R11-M0-N8-I:J18-U01 2005-06-13-14.32.06.957376 R11-M0-N8-I:J18-U01 RAS APP FATAL ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:45921,anomaly
KERNDTLB 1118544985 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.56.25.770440 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1120150867 2005.06.30 R05-M0-NA-C:J14-U11 2005-06-30-10.01.07.125493 R05-M0-NA-C:J14-U11 RAS KERNEL INFO generating core.1740,normal
- 1120953284 2005.07.09 R26-M0-ND-C:J05-U01 2005-07-09-16.54.44.880527 R26-M0-ND-C:J05-U01 RAS KERNEL INFO generating core.13611,normal
KERNSTOR 1118709527 2005.06.13 R00-M0-N2-C:J05-U11 2005-06-13-17.38.47.133871 R00-M0-N2-C:J05-U11 RAS KERNEL FATAL data storage interrupt,anomaly
- 1120188629 2005.06.30 R01-M1-ND-C:J03-U01 2005-06-30-20.30.29.773118 R01-M1-ND-C:J03-U01 RAS KERNEL INFO total of 7 ddr error(s) detected and corrected,normal
KERNSTOR 1118765328 2005.06.14 R03-M0-N1-C:J03-U11 2005-06-14-09.08.48.686770 R03-M0-N1-C:J03-U11 RAS KERNEL FATAL data storage interrupt,anomaly
- 1133448591 2005.12.01 R46-M0-ND-C:J11-U11 2005-12-01-06.49.51.015659 R46-M0-ND-C:J11-U11 RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,normal
KERNDTLB 1118556889 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-23.14.49.321748 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1118772535 2005.06.14 R24-M0-NA-C:J08-U01 2005-06-14-11.08.55.123617 R24-M0-NA-C:J08-U01 RAS KERNEL FATAL external input interrupt enable...0,normal
- 1125220105 2005.08.28 R77-M1-N0-C:J02-U11 2005-08-28-02.08.25.972454 R77-M1-N0-C:J02-U11 RAS KERNEL INFO 131046222 double-hummer alignment exceptions,normal
"- 1133355411 2005.11.30 R46-M1-NC-I:J18-U11 2005-11-30-04.56.51.429799 R46-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001f2",normal
"- 1131062841 2005.11.03 R56-M0-ND-C:J06-U11 2005-11-03-16.07.21.153560 R56-M0-ND-C:J06-U11 RAS KERNEL INFO CE sym 33, at 0x106f1ee0, mask 0x08",normal
"- 1132960577 2005.11.25 R62-M0-N0-I:J18-U11 2005-11-25-15.16.17.641835 R62-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001f2",normal
"- 1133448451 2005.12.01 R74-M1-N5-C:J17-U01 2005-12-01-06.47.31.211884 R74-M1-N5-C:J17-U01 RAS KERNEL INFO 10740 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",normal
KERNSTOR 1118709445 2005.06.13 R13-M1-NA-C:J12-U11 2005-06-13-17.37.25.388998 R13-M1-NA-C:J12-U11 RAS KERNEL FATAL data storage interrupt,anomaly
- 1129552696 2005.10.17 R02-M0-N4-C:J04-U11 2005-10-17-05.38.16.348272 R02-M0-N4-C:J04-U11 RAS KERNEL INFO data cache search parity error detected. attempting to correct,normal
KERNDTLB 1118536542 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-17.35.42.960056 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1120968640 2005.07.09 R34-M0-N8-C:J10-U11 2005-07-09-21.10.40.114727 R34-M0-N8-C:J10-U11 RAS KERNEL INFO generating core.20117,normal
- 1121256674 2005.07.13 R35-M0-NA-C:J16-U11 2005-07-13-05.11.14.106485 R35-M0-NA-C:J16-U11 RAS KERNEL INFO generating core.12596,normal
- 1120776216 2005.07.07 R24-M0-NF-C:J06-U11 2005-07-07-15.43.36.526141 R24-M0-NF-C:J06-U11 RAS KERNEL INFO 626094960 double-hummer alignment exceptions,normal
- 1121308540 2005.07.13 R04-M0-N0-C:J13-U11 2005-07-13-19.35.40.765901 R04-M0-N0-C:J13-U11 RAS KERNEL INFO generating core.893,normal
KERNDTLB 1118540329 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-18.38.49.480267 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1120956540 2005.07.09 R21-M1-N1-C:J04-U11 2005-07-09-17.49.00.152695 R21-M1-N1-C:J04-U11 RAS KERNEL INFO generating core.7259,normal
- 1118771320 2005.06.14 R26-M0-N1-C:J06-U01 2005-06-14-10.48.40.420511 R26-M0-N1-C:J06-U01 RAS KERNEL FATAL floating pt ex mode 1 enable......0,normal
- 1120145101 2005.06.30 R20-M1-N1-C:J07-U11 2005-06-30-08.25.01.582998 R20-M1-N1-C:J07-U11 RAS KERNEL INFO generating core.7418,normal
- 1119807538 2005.06.26 R03-M1-NB-C:J14-U01 2005-06-26-10.38.58.091032 R03-M1-NB-C:J14-U01 RAS KERNEL INFO data store interrupt caused by icbi.........0,normal
"- 1133447722 2005.12.01 R00-M1-N3-C:J15-U11 2005-12-01-06.35.22.315814 R00-M1-N3-C:J15-U11 RAS KERNEL INFO 10726 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",normal
KERNDTLB 1118550666 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.31.06.227920 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1121312061 2005.07.13 R30-M1-NA-C:J12-U11 2005-07-13-20.34.21.553275 R30-M1-NA-C:J12-U11 RAS KERNEL INFO generating core.14357,normal
KERNDTLB 1118538981 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-18.16.21.538665 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNDTLB 1118553008 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.10.08.903578 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1120490381 2005.07.04 R14-M1-N4-C:J02-U01 2005-07-04-08.19.41.309597 R14-M1-N4-C:J02-U01 RAS KERNEL INFO generating core.3471,normal
KERNMNTF 1125548801 2005.08.31 R00-M1-N8-I:J18-U11 2005-08-31-21.26.41.359779 R00-M1-N8-I:J18-U11 RAS KERNEL FATAL Lustre mount FAILED : bglio13 : block_id : location,anomaly
- 1131125480 2005.11.04 R62-M0-N7-C:J14-U01 2005-11-04-09.31.20.979542 R62-M0-N7-C:J14-U01 RAS KERNEL INFO iar 00106818 dear 0245ccdc,normal
APPSEV 1126351121 2005.09.10 R70-M0-NC-I:J18-U11 2005-09-10-04.18.41.801339 R70-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:42615: Link has been severed,anomaly
KERNSTOR 1118709670 2005.06.13 R07-M1-N6-C:J09-U01 2005-06-13-17.41.10.726266 R07-M1-N6-C:J09-U01 RAS KERNEL FATAL data storage interrupt,anomaly
KERNDTLB 1118554932 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.42.12.908053 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1125224546 2005.08.28 R51-M1-N0-C:J10-U01 2005-08-28-03.22.26.510592 R51-M1-N0-C:J10-U01 RAS KERNEL INFO iar 0014a150 dear 009a36b8,normal
KERNSTOR 1118766702 2005.06.14 R25-M0-N2-C:J03-U01 2005-06-14-09.31.42.282395 R25-M0-N2-C:J03-U01 RAS KERNEL FATAL data storage interrupt,anomaly
- 1133663083 2005.12.03 R21-M1-NA 2005-12-03-18.24.43.029357 R21-M1-NA NULL DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,normal
APPSEV 1126476877 2005.09.11 R36-M1-N8-I:J18-U11 2005-09-11-15.14.37.771282 R36-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:57103: Link has been severed,anomaly
- 1122574067 2005.07.28 R36-M1-N5-C:J17-U11 2005-07-28-11.07.47.201884 R36-M1-N5-C:J17-U11 RAS KERNEL INFO generating core.13680,normal
